Voting system;Criterion;Algorithm parameters;Computation time;Rate (lower bound);Rate (upper bound);Number of populations;V;C;Culture type;Culture parameter 1;Culture parameter 1 value;Culture parameter 2;Culture parameter 2 value;Culture parameter 3;Culture parameter 3 value;Culture parameter 4;Culture parameter 4 value
Population;exists_condorcet_admissible;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_weak_condorcet_winner;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_winner_rk_ctb;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_winner_rk;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_winner_ut_rel_ctb;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_winner_ut_rel;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_winner_ut_abs_ctb;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_winner_ut_abs;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_resistant_condorcet_winner;;;0,0037;0,0037;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_order_rk_ctb;;;0,5341;0,5341;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_order_rk;;;0,5341;0,5341;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_order_ut_rel_ctb;;;0,5341;0,5341;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_order_ut_rel;;;0,5341;0,5341;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_order_ut_abs_ctb;;;0,5341;0,5341;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_condorcet_order_ut_abs;;;0,5341;0,5341;10000;33;5;Spheroid;Stretching;1;;;;;;
Population;exists_majority_favorite_rk_ctb;;;0,0004;0,0004;10000;33;5;Spheroid;Stretching;1
Population;exists_majority_favorite_rk;;;0,0004;0,0004;10000;33;5;Spheroid;Stretching;1
Population;exists_majority_favorite_ut_ctb;;;0,0004;0,0004;10000;33;5;Spheroid;Stretching;1
Population;exists_majority_favorite_ut;;;0,0004;0,0004;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_admissible;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Population;not_exists_weak_condorcet_winner;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_winner_rk_ctb;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_winner_rk;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_winner_ut_rel_ctb;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_winner_ut_rel;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_winner_ut_abs_ctb;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_winner_ut_abs;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Population;not_exists_resistant_condorcet_winner;;;0,9963;0,9963;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_order_rk_ctb;;;0,4659;0,4659;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_order_rk;;;0,4659;0,4659;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_order_ut_rel_ctb;;;0,4659;0,4659;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_order_ut_rel;;;0,4659;0,4659;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_order_ut_abs_ctb;;;0,4659;0,4659;10000;33;5;Spheroid;Stretching;1
Population;not_exists_condorcet_order_ut_abs;;;0,4659;0,4659;10000;33;5;Spheroid;Stretching;1
Population;not_exists_majority_favorite_rk_ctb;;;0,9996;0,9996;10000;33;5;Spheroid;Stretching;1
Population;not_exists_majority_favorite_rk;;;0,9996;0,9996;10000;33;5;Spheroid;Stretching;1
Population;not_exists_majority_favorite_ut_ctb;;;0,9996;0,9996;10000;33;5;Spheroid;Stretching;1
Population;not_exists_majority_favorite_ut;;;0,9996;0,9996;10000;33;5;Spheroid;Stretching;1
Approval;w_is_condorcet_admissible;;;0,4645;0,4645;10000;33;5;Spheroid;Stretching;1
Approval;w_is_not_condorcet_admissible;;;0,5355;0,5355;10000;33;5;Spheroid;Stretching;1
Approval;w_missed_condorcet_admissible;;;0,2899;0,2899;10000;33;5;Spheroid;Stretching;1
Approval;w_is_weak_condorcet_winner;;;0,4645;0,4645;10000;33;5;Spheroid;Stretching;1
Approval;w_is_not_weak_condorcet_winner;;;0,5355;0,5355;10000;33;5;Spheroid;Stretching;1
Approval;w_missed_weak_condorcet_winner;;;0,2899;0,2899;10000;33;5;Spheroid;Stretching;1
Approval;w_is_condorcet_winner_rk_ctb;;;0,4645;0,4645;10000;33;5;Spheroid;Stretching;1
Approval;w_is_not_condorcet_winner_rk_ctb;;;0,5355;0,5355;10000;33;5;Spheroid;Stretching;1
Approval;w_missed_condorcet_winner_rk_ctb;;;0,2899;0,2899;10000;33;5;Spheroid;Stretching;1
Approval;w_is_condorcet_winner_rk;;;0,4645;0,4645;10000;33;5;Spheroid;Stretching;1
Approval;w_is_not_condorcet_winner_rk;;;0,5355;0,5355;10000;33;5;Spheroid;Stretching;1
Approval;w_missed_condorcet_winner_rk;;;0,2899;0,2899;10000;33;5;Spheroid;Stretching;1
Approval;w_is_condorcet_winner_ut_rel_ctb;;;0,4645;0,4645;10000;33;5;Spheroid;Stretching;1
Approval;w_is_not_condorcet_winner_ut_rel_ctb;;;0,5355;0,5355;10000;33;5;Spheroid;Stretching;1
Approval;w_missed_condorcet_winner_ut_rel_ctb;;;0,2899;0,2899;10000;33;5;Spheroid;Stretching;1
Approval;w_is_condorcet_winner_ut_rel;;;0,4645;0,4645;10000;33;5;Spheroid;Stretching;1
Approval;w_is_not_condorcet_winner_ut_rel;;;0,5355;0,5355;10000;33;5;Spheroid;Stretching;1
Approval;w_missed_condorcet_winner_ut_rel;;;0,2899;0,2899;10000;33;5;Spheroid;Stretching;1
Approval;w_is_condorcet_winner_ut_abs_ctb;;;0,4645;0,4645;10000;33;5;Spheroid;Stretching;1
Approval;w_is_not_condorcet_winner_ut_abs_ctb;;;0,5355;0,5355;10000;33;5;Spheroid;Stretching;1
Approval;w_missed_condorcet_winner_ut_abs_ctb;;;0,2899;0,2899;10000;33;5;Spheroid;Stretching;1
Approval;w_is_condorcet_winner_ut_abs;;;0,4645;0,4645;10000;33;5;Spheroid;Stretching;1
Approval;w_is_not_condorcet_winner_ut_abs;;;0,5355;0,5355;10000;33;5;Spheroid;Stretching;1
Approval;w_missed_condorcet_winner_ut_abs;;;0,2899;0,2899;10000;33;5;Spheroid;Stretching;1
Approval;w_is_resistant_condorcet_winner;;;0,0036;0,0036;10000;33;5;Spheroid;Stretching;1
Approval;w_is_not_resistant_condorcet_winner;;;0,9964;0,9964;10000;33;5;Spheroid;Stretching;1
Approval;w_missed_resistant_condorcet_winner;;;0,0001;0,0001;10000;33;5;Spheroid;Stretching;1
Approval;TM;CM_option = exact;2,863196;0,9956;0,9956;10000;33;5;Spheroid;Stretching;1
Approval;UM;CM_option = exact;0,245014;0,9956;0,9956;10000;33;5;Spheroid;Stretching;1
Approval;ICM;ICM_option = exact;0,93006;0,5355;0,5355;10000;33;5;Spheroid;Stretching;1
Approval;CM;CM_option = exact;0,227016;0,9956;0,9956;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_condorcet_admissible;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_not_condorcet_admissible;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Baldwin;w_missed_condorcet_admissible;;;0;0;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_weak_condorcet_winner;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_not_weak_condorcet_winner;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Baldwin;w_missed_weak_condorcet_winner;;;0;0;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_condorcet_winner_rk_ctb;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_not_condorcet_winner_rk_ctb;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Baldwin;w_missed_condorcet_winner_rk_ctb;;;0;0;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_condorcet_winner_rk;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_not_condorcet_winner_rk;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Baldwin;w_missed_condorcet_winner_rk;;;0;0;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_condorcet_winner_ut_rel_ctb;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_not_condorcet_winner_ut_rel_ctb;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Baldwin;w_missed_condorcet_winner_ut_rel_ctb;;;0;0;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_condorcet_winner_ut_rel;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_not_condorcet_winner_ut_rel;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Baldwin;w_missed_condorcet_winner_ut_rel;;;0;0;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_condorcet_winner_ut_abs_ctb;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_not_condorcet_winner_ut_abs_ctb;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Baldwin;w_missed_condorcet_winner_ut_abs_ctb;;;0;0;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_condorcet_winner_ut_abs;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_not_condorcet_winner_ut_abs;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Baldwin;w_missed_condorcet_winner_ut_abs;;;0;0;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_resistant_condorcet_winner;;;0,0037;0,0037;10000;33;5;Spheroid;Stretching;1
Baldwin;w_is_not_resistant_condorcet_winner;;;0,9963;0,9963;10000;33;5;Spheroid;Stretching;1
Baldwin;w_missed_resistant_condorcet_winner;;;0;0;10000;33;5;Spheroid;Stretching;1
Baldwin;TM;TM_option = exact;19,753719;0,8705;0,8705;10000;33;5;Spheroid;Stretching;1
Baldwin;UM;UM_option = exact;823,627044;0,8658;0,8658;10000;33;5;Spheroid;Stretching;1
Baldwin;ICM;ICM_option = exact;0,912056;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Baldwin;CM;CM_option = lazy, UM_option = exact, TM_option = exact;2,86667;0,8828;0,9963;10000;33;5;Spheroid;Stretching;1
Borda;w_is_condorcet_admissible;;;0,6444;0,6444;10000;33;5;Spheroid;Stretching;1
Borda;w_is_not_condorcet_admissible;;;0,3556;0,3556;10000;33;5;Spheroid;Stretching;1
Borda;w_missed_condorcet_admissible;;;0,11;0,11;10000;33;5;Spheroid;Stretching;1
Borda;w_is_weak_condorcet_winner;;;0,6444;0,6444;10000;33;5;Spheroid;Stretching;1
Borda;w_is_not_weak_condorcet_winner;;;0,3556;0,3556;10000;33;5;Spheroid;Stretching;1
Borda;w_missed_weak_condorcet_winner;;;0,11;0,11;10000;33;5;Spheroid;Stretching;1
Borda;w_is_condorcet_winner_rk_ctb;;;0,6444;0,6444;10000;33;5;Spheroid;Stretching;1
Borda;w_is_not_condorcet_winner_rk_ctb;;;0,3556;0,3556;10000;33;5;Spheroid;Stretching;1
Borda;w_missed_condorcet_winner_rk_ctb;;;0,11;0,11;10000;33;5;Spheroid;Stretching;1
Borda;w_is_condorcet_winner_rk;;;0,6444;0,6444;10000;33;5;Spheroid;Stretching;1
Borda;w_is_not_condorcet_winner_rk;;;0,3556;0,3556;10000;33;5;Spheroid;Stretching;1
Borda;w_missed_condorcet_winner_rk;;;0,11;0,11;10000;33;5;Spheroid;Stretching;1
Borda;w_is_condorcet_winner_ut_rel_ctb;;;0,6444;0,6444;10000;33;5;Spheroid;Stretching;1
Borda;w_is_not_condorcet_winner_ut_rel_ctb;;;0,3556;0,3556;10000;33;5;Spheroid;Stretching;1
Borda;w_missed_condorcet_winner_ut_rel_ctb;;;0,11;0,11;10000;33;5;Spheroid;Stretching;1
Borda;w_is_condorcet_winner_ut_rel;;;0,6444;0,6444;10000;33;5;Spheroid;Stretching;1
Borda;w_is_not_condorcet_winner_ut_rel;;;0,3556;0,3556;10000;33;5;Spheroid;Stretching;1
Borda;w_missed_condorcet_winner_ut_rel;;;0,11;0,11;10000;33;5;Spheroid;Stretching;1
Borda;w_is_condorcet_winner_ut_abs_ctb;;;0,6444;0,6444;10000;33;5;Spheroid;Stretching;1
Borda;w_is_not_condorcet_winner_ut_abs_ctb;;;0,3556;0,3556;10000;33;5;Spheroid;Stretching;1
Borda;w_missed_condorcet_winner_ut_abs_ctb;;;0,11;0,11;10000;33;5;Spheroid;Stretching;1
Borda;w_is_condorcet_winner_ut_abs;;;0,6444;0,6444;10000;33;5;Spheroid;Stretching;1
Borda;w_is_not_condorcet_winner_ut_abs;;;0,3556;0,3556;10000;33;5;Spheroid;Stretching;1
Borda;w_missed_condorcet_winner_ut_abs;;;0,11;0,11;10000;33;5;Spheroid;Stretching;1
Borda;w_is_resistant_condorcet_winner;;;0,0037;0,0037;10000;33;5;Spheroid;Stretching;1
Borda;w_is_not_resistant_condorcet_winner;;;0,9963;0,9963;10000;33;5;Spheroid;Stretching;1
Borda;w_missed_resistant_condorcet_winner;;;0;0;10000;33;5;Spheroid;Stretching;1
Borda;TM;TM_option = exact;15,964473;0,997;0,997;10000;33;5;Spheroid;Stretching;1
Borda;UM;UM_option = exact;2,737164;0,9908;0,9908;10000;33;5;Spheroid;Stretching;1
Borda;ICM;ICM_option = fast;2,686705;0,0003;0,0003;10000;33;5;Spheroid;Stretching;1
Borda;CM;CM_option = fast, UM_option = exact, TM_option = exact;1,241571;0,997;0,997;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_condorcet_admissible;;;0,5495;0,5495;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_not_condorcet_admissible;;;0,4505;0,4505;10000;33;5;Spheroid;Stretching;1
Bucklin;w_missed_condorcet_admissible;;;0,2049;0,2049;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_weak_condorcet_winner;;;0,5495;0,5495;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_not_weak_condorcet_winner;;;0,4505;0,4505;10000;33;5;Spheroid;Stretching;1
Bucklin;w_missed_weak_condorcet_winner;;;0,2049;0,2049;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_condorcet_winner_rk_ctb;;;0,5495;0,5495;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_not_condorcet_winner_rk_ctb;;;0,4505;0,4505;10000;33;5;Spheroid;Stretching;1
Bucklin;w_missed_condorcet_winner_rk_ctb;;;0,2049;0,2049;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_condorcet_winner_rk;;;0,5495;0,5495;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_not_condorcet_winner_rk;;;0,4505;0,4505;10000;33;5;Spheroid;Stretching;1
Bucklin;w_missed_condorcet_winner_rk;;;0,2049;0,2049;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_condorcet_winner_ut_rel_ctb;;;0,5495;0,5495;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_not_condorcet_winner_ut_rel_ctb;;;0,4505;0,4505;10000;33;5;Spheroid;Stretching;1
Bucklin;w_missed_condorcet_winner_ut_rel_ctb;;;0,2049;0,2049;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_condorcet_winner_ut_rel;;;0,5495;0,5495;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_not_condorcet_winner_ut_rel;;;0,4505;0,4505;10000;33;5;Spheroid;Stretching;1
Bucklin;w_missed_condorcet_winner_ut_rel;;;0,2049;0,2049;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_condorcet_winner_ut_abs_ctb;;;0,5495;0,5495;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_not_condorcet_winner_ut_abs_ctb;;;0,4505;0,4505;10000;33;5;Spheroid;Stretching;1
Bucklin;w_missed_condorcet_winner_ut_abs_ctb;;;0,2049;0,2049;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_condorcet_winner_ut_abs;;;0,5495;0,5495;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_not_condorcet_winner_ut_abs;;;0,4505;0,4505;10000;33;5;Spheroid;Stretching;1
Bucklin;w_missed_condorcet_winner_ut_abs;;;0,2049;0,2049;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_resistant_condorcet_winner;;;0,0037;0,0037;10000;33;5;Spheroid;Stretching;1
Bucklin;w_is_not_resistant_condorcet_winner;;;0,9963;0,9963;10000;33;5;Spheroid;Stretching;1
Bucklin;w_missed_resistant_condorcet_winner;;;0;0;10000;33;5;Spheroid;Stretching;1
Bucklin;TM;TM_option = exact;16,140965;0,9357;0,9357;10000;33;5;Spheroid;Stretching;1
Bucklin;UM;UM_option = exact;3,71124;0,931;0,931;10000;33;5;Spheroid;Stretching;1
Bucklin;ICM;ICM_option = exact;0,953569;0,4505;0,4505;10000;33;5;Spheroid;Stretching;1
Bucklin;CM;CM_option = exact;2,038615;0,9716;0,9716;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_condorcet_admissible;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_not_condorcet_admissible;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_missed_condorcet_admissible;;;0;0;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_weak_condorcet_winner;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_not_weak_condorcet_winner;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_missed_weak_condorcet_winner;;;0;0;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_condorcet_winner_rk_ctb;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_not_condorcet_winner_rk_ctb;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_missed_condorcet_winner_rk_ctb;;;0;0;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_condorcet_winner_rk;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_not_condorcet_winner_rk;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_missed_condorcet_winner_rk;;;0;0;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_condorcet_winner_ut_rel_ctb;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_not_condorcet_winner_ut_rel_ctb;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_missed_condorcet_winner_ut_rel_ctb;;;0;0;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_condorcet_winner_ut_rel;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_not_condorcet_winner_ut_rel;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_missed_condorcet_winner_ut_rel;;;0;0;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_condorcet_winner_ut_abs_ctb;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_not_condorcet_winner_ut_abs_ctb;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_missed_condorcet_winner_ut_abs_ctb;;;0;0;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_condorcet_winner_ut_abs;;;0,7544;0,7544;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_not_condorcet_winner_ut_abs;;;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_missed_condorcet_winner_ut_abs;;;0;0;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_resistant_condorcet_winner;;;0,0037;0,0037;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_is_not_resistant_condorcet_winner;;;0,9963;0,9963;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;w_missed_resistant_condorcet_winner;;;0;0;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;TM;TM_option = exact;13,772829;0,9582;0,9582;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;UM;UM_option = exact;125,739721;0,971;0,971;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;ICM;ICM_option = lazy;0,919046;0,2456;0,2456;10000;33;5;Spheroid;Stretching;1
Condorcet Sum Defeats;CM;CM_option = lazy, UM_option = exact, TM_option = exact;1,772099;0,971;0,9963;10000;33;5;Spheroid;Stretching;1
Coombs;w_is_condorcet_admissible;;;0,6784;0,6784;10000;33;5;Spheroid;Stretching;1
Coombs;w_is_not_condorcet_admissible;;;0,3216;0,3216;10000;33;5;Spheroid;Stretching;1
Coombs;w_missed_condorcet_admissible;;;0,076;0,076;10000;33;5;Spheroid;Stretching;1
Coombs;w_is_weak_condorcet_winner;;;0,6784;0,6784;10000;33;5;Spheroid;Stretching;1
Coombs;w_is_not_weak_condorcet_winner;;;0,3216;0,3216;10000;33;5;Spheroid;Stretching;1
Coombs;w_missed_weak_condorcet_winner;;;0,076;0,076;10000;33;5;Spheroid;Stretching;1
Coombs;w_is_condorcet_winner_rk_ctb;;;0,6784;0,6784;10000;33;5;Spheroid;Stretching;1
Coombs;w_is_not_condorcet_winner_rk_ctb;;;0,3216;0,3216;10000;33;5;Spheroid;Stretching;1
